sep=;
Nr.;Nume Produs;UM;Pret Fara TVA;Pret Cu TVA;Moneda;Cod EAN;Cod Produs;Observatii 1;Observatii 2;Tip;Pret 2;Pret 2 Cu TVA;Pret 3;Pret 3 Cu Tva;Cota TVA;Categorie Produse;Accize;Greutate (Kg);Observatii 3;Observatii 4;
4045.;RAMA VIVO 4235;BUC;;330.00;RON;6427305532908;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4046.;RAMA VIVO 4296;BUC;;330.00;RON;6423040230994;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4047.;RAMA VIVO 4299;BUC;;240.00;RON;6421630498434;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4048.;RAMA VIVO 4299;BUC;;240.00;RON;6423738946701;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4049.;RAMA VIVO 4299 CH 8001;BUC;;240.00;RON;6421093748886;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4050.;RAMA VIVO 4299 XC 82103;BUC;;240.00;RON;6424272086311;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4051.;RAMA VIVO 4302;BUC;;240.00;RON;6423770611568;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4052.;RAMA VIVO 4302;BUC;;240.00;RON;6428446317362;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4053.;RAMA VIVO 4317;BUC;;330.00;RON;6427476420165;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4054.;RAMA VIVO 4322;BUC;;240.00;RON;6422730250885;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4055.;RAMA VIVO 4327;BUC;;240.00;RON;6421512661772;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4056.;RAMA VIVO 4330;BUC;;330.00;RON;6428569539122;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4057.;RAMA VIVO 4332;BUC;;240.00;RON;6422271907484;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4058.;RAMA VIVO 4332;BUC;;240.00;RON;6429456818603;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4059.;RAMA VIVO 4382;BUC;;330.00;RON;6422967051873;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4060.;RAMA VIVO 4382;BUC;;330.00;RON;6429862547296;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4061.;RAMA VIVO 4440 A;BUC;;240.00;RON;6427740407205;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4062.;RAMA VIVO 61071;BUC;;240.00;RON;6423892102753;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4063.;RAMA VIVO 61071;BUC;;240.00;RON;6425085421566;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4064.;RAMA VIVO 6162;BUC;;240.00;RON;6425047401209;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4065.;RAMA VIVO 62084;BUC;;240.00;RON;6426227928288;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4066.;RAMA VIVO 7106;BUC;;240.00;RON;6422624890180;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4067.;RAMA VIVO 7728;BUC;;240.00;RON;6425422797590;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4068.;RAMA VIVO 7736;BUC;;240.00;RON;6423899191934;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4069.;RAMA VIVO 82095;BUC;;240.00;RON;6426899453859;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4070.;RAMA VIVO 82115;BUC;;240.00;RON;6422005618716;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4071.;RAMA VIVO 9241;BUC;;240.00;RON;6423195370866;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4072.;RAMA VIVO 9384;BUC;;240.00;RON;6421022100280;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4073.;RAMA VIVO 9408;BUC;;240.00;RON;6421028359460;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4074.;RAMA VIVO 9408;BUC;;240.00;RON;6422778683294;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4075.;RAMA VIVO 9444;BUC;;240.00;RON;6427798741382;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4076.;RAMA VIVO A 17208;BUC;;240.00;RON;6427889984506;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4077.;RAMA VIVO BETA TITAN 4459;BUC;;240.00;RON;6423635098305;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4078.;RAMA VIVO CAPSA 3643;BUC;;330.00;RON;6427325446940;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4079.;RAMA VIVO CAPSA ME 2391;BUC;;330.00;RON;6427532867187;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4080.;RAMA VIVO CD 4094;BUC;;240.00;RON;6420338775489;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4081.;RAMA VIVO CH 8001;BUC;;240.00;RON;6426680015402;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4082.;RAMA VIVO CH 8001;BUC;;240.00;RON;6427965478103;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4083.;RAMA VIVO F 8716;BUC;;240.00;RON;6426281046744;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4084.;RAMA VIVO FH 2203;BUC;;240.00;RON;6426899716329;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4085.;RAMA VIVO FH 2203;BUC;;240.00;RON;6429875752472;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4086.;RAMA VIVO FP 1979;BUC;;240.00;RON;6428704394043;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4087.;RAMA VIVO HA 1003;BUC;;240.00;RON;6422780971938;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4088.;RAMA VIVO HA 1010;BUC;;240.00;RON;6421838282644;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4089.;RAMA VIVO HA 1010;BUC;;240.00;RON;6427233725663;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4090.;RAMA VIVO HA 1011;BUC;;240.00;RON;6423811146189;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4091.;RAMA VIVO HA 1012;BUC;;240.00;RON;6424747897473;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4092.;RAMA VIVO ME 2355;BUC;;240.00;RON;6424312890632;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4093.;RAMA VIVO ME 2361;BUC;;240.00;RON;6428167210461;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4094.;RAMA VIVO MF 7745;BUC;;240.00;RON;6428662516983;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4095.;RAMA VIVO MF7745;BUC;;240.00;RON;6427685745301;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4096.;RAMA VIVO MF7747;BUC;;240.00;RON;6421382687087;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4097.;RAMA VIVO MG 3605;BUC;;240.00;RON;6421803458968;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4098.;RAMA VIVO MG 3667;BUC;;240.00;RON;6421892052924;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4099.;RAMA VIVO MG 6224;BUC;;240.00;RON;6420973942505;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4100.;RAMA VIVO MH 0026B;BUC;;240.00;RON;6421861822015;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4101.;RAMA VIVO MM 16071;BUC;;240.00;RON;6427189930159;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4102.;RAMA VIVO MS 8252 B;BUC;;240.00;RON;6429039510597;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4103.;RAMA VIVO MW 3024;BUC;;240.00;RON;6429004886177;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4104.;RAMA VIVO MW 4034;BUC;;240.00;RON;6425876856935;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4105.;RAMA VIVO MW 4034;BUC;;240.00;RON;6428162978632;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4106.;RAMA VIVO PH 2203;BUC;;240.00;RON;6423864768291;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4107.;RAMA VIVO TITAN 4382;BUC;;240.00;RON;6425768985842;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4108.;RAMA VIVO TR 8932;BUC;;240.00;RON;6424139199536;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4109.;RAMA VIVO WD 0002;BUC;;240.00;RON;6423056371353;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4110.;RAMA VIVO WD 0015;BUC;;240.00;RON;6423971967396;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4111.;RAMA VIVO WD 002;BUC;;240.00;RON;6423167255689;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4112.;RAMA VIVO WD 003;BUC;;240.00;RON;6425081742566;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4113.;RAMA VIVO WD 1062;BUC;;240.00;RON;6422945898063;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4114.;RAMA VIVO WD 1062;BUC;;240.00;RON;6424369152660;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4115.;RAMA VIVO WD 1139;BUC;;240.00;RON;6420176821300;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4116.;RAMA VIVO WD 1139;BUC;;240.00;RON;6421228508279;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4117.;RAMA VIVO WD 2095;BUC;;240.00;RON;6420293233567;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4118.;RAMA VIVO WD 2095;BUC;;240.00;RON;6420347851297;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4119.;RAMA VIVO WD 2113;BUC;;240.00;RON;6427070043487;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4120.;RAMA VIVO WD 2119;BUC;;240.00;RON;6422177170470;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4121.;RAMA VIVO WD 4116;BUC;;240.00;RON;6420728431490;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4122.;RAMA VIVO XC 61058;BUC;;260.00;RON;6420154930376;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4123.;RAMA VIVO XC 61071;BUC;;240.00;RON;6425741936625;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4124.;RAMA VIVO XC 61071;BUC;;240.00;RON;6429137139980;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4125.;RAMA VIVO XC 61111;BUC;;240.00;RON;6428907167284;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4126.;RAMA VIVO XC 62277;BUC;;260.00;RON;6422110257213;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4127.;RAMA VIVO XC 81071;BUC;;240.00;RON;6420703501125;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4128.;RAMA VIVO XC 82017;BUC;;240.00;RON;6428568177103;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4129.;RAMA VIVO XC 82074;BUC;;240.00;RON;6421150963740;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4130.;RAMA VIVO XC82074;BUC;;240.00;RON;6425389777468;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4131.;RAMA VIVO XC82103;BUC;;240.00;RON;6425108272274;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4132.;RAMA VIVO XCB 2084;BUC;;240.00;RON;6425784135986;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4133.;RAMA VIVO YJ 0235;BUC;;240.00;RON;6426046247188;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4134.;RAMA VIVO YJ 0269;BUC;;240.00;RON;6422089902183;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4135.;RAMA VIVO YJ 0269;BUC;;240.00;RON;6424131190692;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4136.;RAMA VIVO YJ 0296;BUC;;240.00;RON;6427770725652;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4137.;RAMA VOGUE VO  4196;BUC;;440.00;RON;6424148535219;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4138.;RAMA VOGUE VO 2790;BUC;;440.00;RON;6426268860059;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4139.;RAMA VOGUE VO 3809;BUC;;510.00;RON;6424310652751;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4140.;RAMA VOGUE VO 3940;BUC;;440.00;RON;6427937752132;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4141.;RAMA VOGUE VO 3987;BUC;;410.00;RON;6428508529238;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4142.;RAMA VOGUE VO 3987-B;BUC;;410.00;RON;6426314987266;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4143.;RAMA VOGUE VO 4062;BUC;;440.00;RON;6429063155658;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4144.;RAMA VOGUE VO 4088;BUC;;410.00;RON;6421750176748;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4145.;RAMA VOGUE VO 4088;BUC;;440.00;RON;6425524048972;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4146.;RAMA VOGUE VO 4164;BUC;;440.00;RON;6423560686417;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4147.;RAMA VOGUE VO 4184;BUC;;440.00;RON;6426481985638;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4148.;RAMA VOGUE VO 4196;BUC;;440.00;RON;6421419094529;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4149.;RAMA VOGUE VO 4196;BUC;;410.00;RON;6429526907992;;;;Produs;;;;;9%; - RAMA - VOGUE;;;;;
4150.;RAMA VOGUE VO 4226;BUC;;410.00;RON;6420135863952;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4151.;RAMA VOGUE VO 4228;BUC;;440.00;RON;6427771631372;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4152.;RAMA VOGUE VO 4243;BUC;;410.00;RON;6424585093044;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4153.;RAMA VOGUE VO 4243;BUC;;440.00;RON;6429454321068;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4154.;RAMA VOGUE VO 4244;BUC;;410.00;RON;6423626913754;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4155.;RAMA VOGUE VO 4244;BUC;;440.00;RON;6424098998669;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4156.;RAMA VOGUE VO 4244;BUC;;440.00;RON;6425219449664;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4157.;RAMA VOGUE VO 5002;BUC;;440.00;EUR;6421688893496;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4158.;RAMA VOGUE VO 5206;BUC;;440.00;RON;6426299025489;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4159.;RAMA VOGUE VO 5285;BUC;;440.00;RON;6420604967556;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4160.;RAMA VOGUE VO 5316;BUC;;440.00;RON;6423295799154;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4161.;RAMA VOGUE VO 5316;BUC;;440.00;RON;6427174830969;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4162.;RAMA VOGUE VO 5316;BUC;;440.00;RON;6427827953342;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4163.;RAMA VOGUE VO 5326;BUC;;440.00;RON;6420715323104;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4164.;RAMA VOGUE VO 5326;BUC;;440.00;RON;6424435660853;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4165.;RAMA VOGUE VO 5326;BUC;;440.00;RON;6427155227290;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4166.;RAMA VOGUE VO 5326;BUC;;440.00;RON;6428420356721;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4167.;RAMA VOGUE VO 5331;BUC;;440.00;RON;6420072926123;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4168.;RAMA VOGUE VO 5331;BUC;;440.00;RON;6421228992870;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4169.;RAMA VOGUE VO 5331;BUC;;440.00;RON;6428667539826;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4170.;RAMA VOGUE VO 5356;BUC;;440.00;RON;6425545783876;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4171.;RAMA VOGUE VO 5363;BUC;;440.00;RON;6424833441689;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4172.;RAMA VOGUE VO 5373;BUC;;440.00;RON;6425880909153;;;;Produs;;;;;19%; - RAMA - VIVO ;;;;;
4173.;RAMA VOGUE VO 5373;BUC;;440.00;RON;6428567318200;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4174.;RAMA VOGUE VO 5395;BUC;;410.00;RON;6423353206846;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4175.;RAMA VOGUE VO 5396;BUC;;440.00;RON;6424328938397;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4176.;RAMA VOGUE VO 5396;BUC;;440.00;RON;6425314471102;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4177.;RAMA VOGUE VO 5396;BUC;;440.00;RON;6428182361902;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4178.;RAMA VOGUE VO 5396;BUC;;440.00;RON;6428945995276;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4179.;RAMA VOGUE VO 5396;BUC;;440.00;RON;6429770065202;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4180.;RAMA VOGUE VO 5425-B;BUC;;410.00;RON;6424322807514;;;;Produs;;;;;9%; - RAMA - VOGUE;;;;;
4181.;RAMA VOGUE VO 5434;BUC;;410.00;RON;6423823449131;;;;Produs;;;;;9%; - RAMA - VOGUE;;;;;
4182.;RAMA VOGUE VO 5434;BUC;;440.00;RON;6424706583980;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4183.;RAMA VOGUE VO 5441;BUC;;440.00;RON;6423247182638;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4184.;RAMA VOGUE VO 5441;BUC;;440.00;RON;6425283500049;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4185.;RAMA VOGUE VY 2005;BUC;;360.00;RON;6426399394706;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4186.;RAMA VOGUE VY 2005;BUC;;360.00;RON;6429067253138;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4187.;RAMA VOGUE VY 2011;BUC;;360.00;RON;6421839828278;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4188.;RAMA VOGUE VY 2568;BUC;;360.00;RON;6420503434388;;;;Produs;;;;;19%; - RAMA - VOGUE;;;;;
4189.;RAMA WEST 99609;BUC;;240.00;RON;6422698274770;;;;Produs;;;;;19%; - RAMA - WEST;;;;;
4190.;RAMA WEST 99638;BUC;;240.00;RON;6425961400784;;;;Produs;;;;;19%; - RAMA - WEST;;;;;
4191.;RAMA WEST M99638;BUC;;240.00;RON;6421047037455;;;;Produs;;;;;19%; - RAMA - WEST;;;;;
4192.;RAME DIESEL DL 5205;BUC;;640.00;RON;6427089884019;;;;Produs;;;;;19%; - RAMA - DIESEL;;;;;
4193.;RAME DIESEL DL5242;BUC;;550.00;RON;6421020714946;;;;Produs;;;;;19%; - RAMA - DIESEL;;;;;
4194.;RAME GUESS 0270;BUC;;470.00;RON;6422294116658;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4195.;RAME GUESS 1589;BUC;;450.00;RON;6424095718116;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4196.;RAME GUESS 1589;BUC;;450.00;RON;6425220255759;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4197.;RAME GUESS 1589;BUC;;450.00;RON;6429520954404;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4198.;RAME GUESS 168;BUC;;550.00;RON;6424536615387;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4199.;RAME GUESS 1845;BUC;;455.00;RON;6426114183509;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4200.;RAME GUESS 1897;BUC;;580.00;RON;6429536158995;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4201.;RAME GUESS 1995;BUC;;450.00;RON;6426034495799;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4202.;RAME GUESS 221;BUC;;470.00;RON;6425749761724;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4203.;RAME GUESS 2273;BUC;;480.00;RON;6428326789715;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4204.;RAME GUESS 2387;BUC;;500.00;RON;6424004335731;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4205.;RAME GUESS 2388;BUC;;470.00;RON;6426508765472;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4206.;RAME GUESS 2409;BUC;;450.00;RON;6420327507152;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4207.;RAME GUESS 2505;BUC;;450.00;RON;6422912531481;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4208.;RAME GUESS 2539;BUC;;450.00;RON;6426051476399;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4209.;RAME GUESS 2562;BUC;;550.00;RON;6421841387619;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4210.;RAME GUESS 2585;BUC;;450.00;RON;6429395728599;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4211.;RAME GUESS 2607;BUC;;450.00;RON;6429995355096;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4212.;RAME GUESS 2609;BUC;;450.00;RON;6421953084475;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4213.;RAME GUESS 2619;BUC;;450.00;RON;6427123971064;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4214.;RAME GUESS 2630;BUC;;450.00;RON;6426181142232;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4215.;RAME GUESS 2641;BUC;;420.00;RON;6421066785023;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4216.;RAME GUESS 2666;BUC;;450.00;RON;6423108715241;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4217.;RAME GUESS 2677;BUC;;450.00;RON;6429668853393;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4218.;RAME GUESS 2685;BUC;;550.00;RON;6420586459025;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4219.;RAME GUESS 2693;BUC;;450.00;RON;6427755971470;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4220.;RAME GUESS 2714;BUC;;450.00;RON;6427142006556;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4221.;RAME GUESS 2727;BUC;;450.00;RON;6429972342651;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4222.;RAME GUESS 2747;BUC;;450.00;RON;6423948123398;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4223.;RAME GUESS 2778;BUC;;450.00;RON;6425443217817;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4224.;RAME GUESS 2781;BUC;;450.00;RON;6423908820626;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4225.;RAME GUESS 2781;BUC;;450.00;RON;6429820295184;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4226.;RAME GUESS 2790;BUC;;450.00;RON;6426813862217;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4227.;RAME GUESS 2796;BUC;;450.00;RON;6429264388022;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4228.;RAME GUESS 2799;BUC;;450.00;RON;6428792511704;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4229.;RAME GUESS 2854;BUC;;450.00;RON;6421160737058;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4230.;RAME GUESS 9128;BUC;;450.00;RON;6428489465266;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4231.;RAME GUESS 9139;BUC;;450.00;RON;6427621845775;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4232.;RAME GUESS GU 168;BUC;;550.00;RON;6428237673424;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4233.;RAME GUESS GU 1978;BUC;;450.00;RON;6428076333220;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4234.;RAME GUESS GU 2539;BUC;;450.00;RON;6429892025801;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4235.;RAME GUESS GU 2603;BUC;;450.00;RON;6423910498431;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4236.;RAME GUESS GU 2619;BUC;;450.00;RON;6424475558851;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4237.;RAME GUESS GU 2631;BUC;;450.00;RON;6426475652645;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4238.;RAME GUESS GU 2685;BUC;;550.00;RON;6421583762873;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4239.;RAME GUESS GU 2747;BUC;;450.00;RON;6420389556174;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4240.;RAME GUESS GU 2747;BUC;;2,747.00;RON;6426526164080;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4241.;RAME GUESS GU 5002;BUC;;450.00;RON;6420390651356;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4242.;RAME GUESS GU 9128;BUC;;450.00;RON;6427257727667;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4243.;RAME GUESS GU 9139;BUC;;450.00;RON;6425377457266;;;;Produs;;;;;19%; - RAMA - GUESS;;;;;
4244.;RAME HUGO BOSS 1188/IT;BUC;;810.00;RON;6428139629864;;;;Produs;;;;;19%; - RAMA - HUGO BOSS;;;;;
4245.;RAME MARC JACOBS;BUC;;690.00;RON;6420823768484;;;;Produs;;;;;19%; - RAMA - MARC JACOBS;;;;;
4246.;RAME MARC JACOBS 256;BUC;;690.00;RON;6426097946740;;;;Produs;;;;;19%; - RAMA - MARC JACOBS;;;;;
4247.;RAME MARC JACOBS 431;BUC;;550.00;RON;6428347215033;;;;Produs;;;;;19%; - RAMA - MARC JACOBS;;;;;
4248.;RAME MARC JACOBS 442/F;BUC;;550.00;RON;6427740665865;;;;Produs;;;;;19%; - RAMA - MARC JACOBS;;;;;
4249.;RAME MARC JACOBS 549;BUC;;510.00;RON;6421443171470;;;;Produs;;;;;19%; - RAMA - MARC JACOBS;;;;;
4250.;RAME MOSCHINO 11;BUC;;550.00;RON;6428284732334;;;;Produs;;;;;19%; - RAMA - MOSCHINO;;;;;
4251.;RAME MOSCHINO 18;BUC;;680.00;RON;6422353506093;;;;Produs;;;;;19%; - RAMA - MOSCHINO;;;;;
4252.;RAME MOSCHINO 19;BUC;;650.00;RON;6429984987987;;;;Produs;;;;;19%; - RAMA - MOSCHINO;;;;;
